fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	max_depth	lambda_l1	lambda_l2	min_gain_to_split	ganancia	iteracion
20220608 221823	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	366	TRUE	0.101396085942073	0.876275659349616	4062	519	0.0161625291183899	1	0.0730055119096808	0.0707655321308976	0.258452392421497	13686000	258
20220608 221844	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	562	TRUE	0.0835808322514033	0.711830319628574	4173	512	0.0164176313456342	1	0.0766861205714387	0.0571895157879023	0.31887554106568	13759000	259
20220608 221854	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	97	TRUE	0.0914186166108225	0.899350919776293	4058	537	0.0162291524845984	2	0.0502728278190242	0.083918588591184	0.308013434155914	13369000	260
20220608 221912	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	436	TRUE	0.178009927417804	0.879803627720213	4169	527	0.0163552692984015	1	0.0365184719496189	0.156494220100943	0.220285511729803	13758000	261
20220608 221934	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	575	TRUE	0.0938376931692929	0.729931415585648	4160	481	0.0164262565750417	1	0.10124816131786	0.0507733911005406	0.268830818424818	13853000	262
20220608 221957	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	547	TRUE	0.0736626490029477	0.7190420141473	4183	547	0.0162449681495501	1	0.095792807215506	0.150748999320818	0.200615168637514	13645000	263
20220608 222007	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	177	TRUE	0.183076758519296	0.812396684118954	4127	493	0.016718659322585	1	0.100503586803873	0.0417033521274786	0.261197617416031	13493000	264
20220608 222032	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	674	TRUE	0.0821937360303704	0.766577610018188	4172	495	0.0163735829569378	1	0.0372849920269897	0.0799303757866608	0.227738274824682	13761000	265
20220608 222101	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	693	TRUE	0.0594904883513059	0.657480217836535	4175	492	0.0164381887607438	1	0.108874147710591	0.0715411752073916	0.380775346434456	13760000	266
20220608 222112	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	219	TRUE	0.174845538198568	0.935672150337812	4059	613	0.0161332204626721	1	0.0292223400252745	0.0622833179703955	0.134348119793769	13500000	267
20220608 222135	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	585	TRUE	0.0910743767107144	0.768570617713478	4058	476	0.0166250677105355	1	0.0404820853822692	0.112089527758266	0.272102183034329	13829000	268
20220608 222156	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	500	TRUE	0.100264473379124	0.820165370712106	4048	481	0.01652839977499	1	0.0416846827319207	0.061524700566981	0.311544744871021	13842000	269
20220608 222221	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	639	TRUE	0.0663263187493683	0.710150484393019	4169	489	0.0168668939684956	1	0.104580063507489	0.0370839918017249	0.264770013272192	13641000	270
20220608 222238	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	368	TRUE	0.0948059393519833	0.681582998506324	4050	558	0.0160049710135578	1	0.0420467507318216	0.0902354539633219	0.359335127190202	13623000	271
20220608 222300	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	569	TRUE	0.079891107212757	0.83777849148639	4151	468	0.0161513554023479	1	0.10496974290406	0.156131373432086	0.296434941861301	13701000	272
20220608 222332	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	808	TRUE	0.0462521664779816	0.665678900242377	4209	545	0.0157930383508314	1	0.0674461247108874	0.121066299101417	0.28027316404459	13544000	273
20220608 222358	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	533	TRUE	0.102169008722349	0.766355596143298	4166	489	0.0164383626815387	1	0.047475713305191	0.0874565349372391	0.212302912646546	13808000	274
